0,1,996.00,454.00,117.00,65.00,0.85,-1,-1,-1
0,2,274.00,310.00,108.00,62.00,0.83,-1,-1,-1
0,3,660.00,0.00,75.00,62.00,0.85,-1,-1,-1
1,1,1003.37,472.22,117.02,65.00,0.86,-1,-1,-1
1,2,272.84,310.87,109.46,62.87,0.83,-1,-1,-1
1,3,660.80,3.47,76.01,62.87,0.85,-1,-1,-1
2,1,1011.30,490.94,118.49,65.78,0.85,-1,-1,-1
2,2,272.27,311.79,109.67,63.02,0.84,-1,-1,-1
2,3,661.34,8.72,76.15,63.02,0.87,-1,-1,-1
3,1,1020.83,513.19,119.04,66.02,0.85,-1,-1,-1
3,2,272.40,313.59,108.37,62.29,0.84,-1,-1,-1
3,3,661.91,14.89,76.11,63.05,0.87,-1,-1,-1
4,1,1031.65,536.71,119.38,66.09,0.83,-1,-1,-1
4,2,272.09,314.88,107.94,62.04,0.84,-1,-1,-1
4,3,662.38,21.14,76.94,63.78,0.85,-1,-1,-1
5,1,1041.06,560.32,120.88,66.80,0.84,-1,-1,-1
5,2,272.00,315.98,107.82,61.97,0.84,-1,-1,-1
5,3,662.47,26.61,78.02,64.73,0.85,-1,-1,-1
6,1,1051.52,585.18,121.66,67.04,0.86,-1,-1,-1
6,2,271.65,317.01,107.73,61.95,0.84,-1,-1,-1
6,3,663.59,33.18,77.56,64.36,0.87,-1,-1,-1
7,1,1062.98,611.13,122.26,67.12,0.85,-1,-1,-1
7,2,271.18,318.02,107.75,61.95,0.83,-1,-1,-1
7,3,665.05,39.46,77.30,64.20,0.85,-1,-1,-1
8,1,1082.25,657.08,124.15,67.81,0.84,-1,-1,-1
8,2,269.80,319.70,108.83,62.63,0.83,-1,-1,-1
8,3,666.56,51.04,77.21,64.13,0.87,-1,-1,-1
9,1,1097.73,692.63,125.44,68.05,0.83,-1,-1,-1
9,2,269.34,320.95,109.17,62.89,0.83,-1,-1,-1
9,3,667.11,59.12,77.81,64.77,0.87,-1,-1,-1
10,2,268.55,322.04,109.23,62.98,0.85,-1,-1,-1
10,3,668.94,67.21,77.37,64.34,0.86,-1,-1,-1
11,2,268.31,323.06,109.18,63.02,0.86,-1,-1,-1
11,3,669.89,74.65,77.95,64.83,0.89,-1,-1,-1
11,4,1252.33,232.40,72.14,62.00,0.84,-1,-1,-1
12,2,267.89,324.73,109.19,63.02,0.85,-1,-1,-1
12,3,671.89,87.80,77.46,64.34,0.89,-1,-1,-1
13,2,267.10,325.98,109.18,63.03,0.85,-1,-1,-1
13,3,672.84,97.13,78.79,65.48,0.87,-1,-1,-1
13,5,1204.20,185.00,98.99,62.00,0.84,-1,-1,-1
13,6,818.04,3.20,76.92,63.60,0.83,-1,-1,-1
14,2,266.82,327.06,109.16,63.02,0.84,-1,-1,-1
14,3,673.84,105.64,79.26,65.90,0.87,-1,-1,-1
14,5,1191.94,171.90,97.77,61.23,0.80,-1,-1,-1
14,6,820.62,9.16,76.34,63.14,0.84,-1,-1,-1
15,2,266.45,328.08,109.06,63.02,0.83,-1,-1,-1
15,3,675.47,114.50,78.81,65.39,0.87,-1,-1,-1
15,5,1178.07,156.56,97.35,60.97,0.75,-1,-1,-1
15,6,823.40,15.87,77.03,63.76,0.82,-1,-1,-1
16,2,266.48,329.75,108.06,62.36,0.83,-1,-1,-1
16,3,678.28,129.46,78.80,65.19,0.88,-1,-1,-1
16,5,1155.76,132.64,97.13,60.91,0.72,-1,-1,-1
16,6,827.95,27.49,77.19,63.97,0.83,-1,-1,-1
17,2,266.18,330.99,107.67,62.10,0.83,-1,-1,-1
17,3,679.20,140.07,80.30,66.43,0.88,-1,-1,-1
17,5,1141.27,116.68,95.85,60.19,0.43,-1,-1,-1
17,6,831.90,35.44,77.21,64.03,0.85,-1,-1,-1
18,2,265.69,332.07,107.65,62.01,0.84,-1,-1,-1
18,3,680.82,149.68,80.86,66.89,0.87,-1,-1,-1
18,5,1129.95,103.45,95.34,59.95,0.62,-1,-1,-1
18,6,834.88,42.08,77.95,64.75,0.86,-1,-1,-1
19,2,265.49,333.10,107.72,61.98,0.84,-1,-1,-1
19,3,682.32,159.57,81.15,67.06,0.88,-1,-1,-1
19,5,1119.05,91.83,94.98,59.88,0.74,-1,-1,-1
19,6,838.23,48.96,78.18,65.00,0.83,-1,-1,-1
20,2,264.24,334.10,108.81,62.63,0.84,-1,-1,-1
20,3,684.80,176.15,81.30,67.11,0.87,-1,-1,-1
20,5,1102.83,73.20,94.57,59.87,0.69,-1,-1,-1
20,6,843.80,61.38,77.46,64.40,0.84,-1,-1,-1
21,2,263.79,335.09,109.20,62.88,0.84,-1,-1,-1
21,3,686.23,189.33,81.58,67.12,0.88,-1,-1,-1
21,5,1091.12,60.23,94.25,59.88,0.52,-1,-1,-1
21,6,848.05,71.06,77.25,64.16,0.86,-1,-1,-1
22,2,263.65,336.08,109.32,62.97,0.84,-1,-1,-1
22,3,687.96,200.53,81.81,67.11,0.89,-1,-1,-1
22,5,1081.49,49.34,93.80,59.90,0.51,-1,-1,-1
22,6,851.41,78.34,78.00,64.75,0.86,-1,-1,-1
23,2,263.63,336.41,109.35,63.01,0.84,-1,-1,-1
23,3,689.47,211.64,82.71,67.76,0.89,-1,-1,-1
23,5,1073.03,39.86,92.43,59.24,0.48,-1,-1,-1
23,6,855.24,86.75,77.52,64.29,0.85,-1,-1,-1
24,2,263.36,337.82,109.24,63.02,0.83,-1,-1,-1
24,3,692.22,230.58,83.19,68.00,0.88,-1,-1,-1
24,5,1059.48,24.84,91.66,59.00,0.80,-1,-1,-1
24,6,861.12,100.25,78.17,64.78,0.87,-1,-1,-1
25,2,262.93,338.97,109.22,63.02,0.82,-1,-1,-1
25,3,694.41,245.28,84.24,68.74,0.87,-1,-1,-1
25,5,1050.09,13.79,91.07,58.92,0.82,-1,-1,-1
25,6,865.47,110.30,79.13,65.63,0.86,-1,-1,-1
26,2,262.79,339.36,109.21,63.02,0.83,-1,-1,-1
26,3,696.45,258.98,84.71,69.01,0.89,-1,-1,-1
26,5,1041.87,4.87,90.60,58.90,0.81,-1,-1,-1
26,6,869.25,119.04,79.55,65.94,0.86,-1,-1,-1
27,2,262.09,340.13,109.19,63.02,0.84,-1,-1,-1
27,3,698.35,272.29,85.13,69.10,0.87,-1,-1,-1
27,5,1035.64,-2.60,89.04,58.24,0.78,-1,-1,-1
27,6,872.81,127.95,80.41,66.71,0.85,-1,-1,-1
28,2,261.47,341.70,109.26,63.02,0.86,-1,-1,-1
28,3,701.20,294.66,86.14,69.79,0.87,-1,-1,-1
28,6,879.59,143.51,80.77,67.00,0.87,-1,-1,-1
29,2,261.23,342.25,109.33,63.01,0.86,-1,-1,-1
29,3,703.77,312.54,86.69,70.03,0.89,-1,-1,-1
29,6,884.64,155.66,80.91,67.09,0.86,-1,-1,-1
30,2,261.63,343.09,108.41,62.35,0.86,-1,-1,-1
30,3,706.20,328.71,87.11,70.12,0.87,-1,-1,-1
30,6,889.69,166.50,80.96,67.12,0.86,-1,-1,-1
31,2,261.24,343.36,109.17,62.76,0.85,-1,-1,-1
31,3,708.22,344.20,88.22,70.80,0.87,-1,-1,-1
31,6,893.98,176.82,81.16,67.12,0.86,-1,-1,-1
32,2,260.44,344.09,109.48,62.92,0.85,-1,-1,-1
32,3,711.39,371.23,89.56,71.70,0.87,-1,-1,-1
32,6,901.26,194.20,82.11,67.77,0.87,-1,-1,-1
33,2,260.13,344.99,109.62,62.98,0.86,-1,-1,-1
33,3,714.72,392.79,90.26,72.03,0.87,-1,-1,-1
33,6,907.44,208.29,81.86,67.35,0.87,-1,-1,-1
34,2,260.02,345.30,109.69,63.00,0.86,-1,-1,-1
34,3,717.14,412.25,90.67,72.14,0.88,-1,-1,-1
34,6,912.49,220.48,82.58,67.84,0.88,-1,-1,-1
35,2,259.32,346.04,109.73,63.01,0.85,-1,-1,-1
35,3,719.78,431.54,91.13,72.17,0.87,-1,-1,-1
35,6,917.76,231.92,83.01,68.02,0.86,-1,-1,-1
36,2,259.07,346.95,109.76,63.01,0.84,-1,-1,-1
36,3,723.72,464.55,93.13,73.48,0.87,-1,-1,-1
36,6,927.04,252.95,83.36,68.08,0.88,-1,-1,-1
37,2,259.47,347.92,108.80,62.35,0.83,-1,-1,-1
37,3,727.28,490.86,94.14,73.97,0.89,-1,-1,-1
37,6,933.88,269.06,83.73,68.09,0.86,-1,-1,-1
38,2,258.42,348.26,109.53,62.76,0.83,-1,-1,-1
38,3,730.69,515.30,94.82,74.14,0.89,-1,-1,-1
38,6,940.12,283.92,84.05,68.09,0.87,-1,-1,-1
39,2,258.04,348.35,109.81,62.92,0.83,-1,-1,-1
39,3,733.64,539.65,95.49,74.19,0.89,-1,-1,-1
39,6,946.42,298.29,84.42,68.08,0.87,-1,-1,-1
40,2,257.42,349.02,110.90,63.64,0.83,-1,-1,-1
40,3,738.64,582.34,96.95,74.85,0.88,-1,-1,-1
40,6,956.65,322.36,86.26,69.40,0.87,-1,-1,-1
41,2,257.35,349.91,110.34,63.25,0.83,-1,-1,-1
41,3,742.54,615.50,98.54,75.74,0.88,-1,-1,-1
41,6,964.82,341.48,86.45,69.23,0.87,-1,-1,-1
42,2,257.31,350.21,110.18,63.10,0.83,-1,-1,-1
42,3,745.66,646.30,99.55,76.07,0.87,-1,-1,-1
42,6,972.12,358.75,87.52,69.81,0.85,-1,-1,-1
43,2,257.28,350.96,110.17,63.04,0.84,-1,-1,-1
43,3,748.75,676.85,101.77,77.48,0.88,-1,-1,-1
43,6,978.81,375.26,88.79,70.68,0.84,-1,-1,-1
44,2,256.60,351.88,110.22,63.02,0.85,-1,-1,-1
44,6,991.74,403.94,89.65,71.00,0.85,-1,-1,-1
45,2,256.32,352.20,110.28,63.01,0.85,-1,-1,-1
45,6,1000.84,426.78,91.62,72.42,0.88,-1,-1,-1
46,2,255.72,352.29,111.34,63.67,0.84,-1,-1,-1
46,6,1009.79,447.95,92.64,72.95,0.88,-1,-1,-1
47,2,255.15,352.31,111.77,63.91,0.84,-1,-1,-1
47,6,1019.37,469.16,92.57,72.48,0.87,-1,-1,-1
48,2,255.16,353.61,110.86,63.34,0.84,-1,-1,-1
48,6,1034.66,504.86,94.33,73.60,0.87,-1,-1,-1
49,2,255.15,354.08,110.55,63.12,0.84,-1,-1,-1
49,6,1046.52,533.43,95.35,74.01,0.87,-1,-1,-1
49,8,1232.98,48.00,89.04,63.00,0.74,-1,-1,-1
50,2,255.15,354.23,110.46,63.04,0.84,-1,-1,-1
50,6,1058.17,559.99,95.26,73.50,0.88,-1,-1,-1
50,8,1221.38,34.13,89.12,63.00,0.80,-1,-1,-1
51,2,254.36,354.27,111.37,63.67,0.84,-1,-1,-1
51,6,1068.91,585.76,97.04,74.60,0.86,-1,-1,-1
51,8,1208.15,18.59,89.17,63.00,0.79,-1,-1,-1
52,2,253.75,354.92,111.69,63.91,0.84,-1,-1,-1
52,6,1087.73,630.13,99.63,76.31,0.86,-1,-1,-1
53,2,254.05,355.81,110.78,63.34,0.84,-1,-1,-1
53,6,1103.23,665.86,100.89,76.95,0.87,-1,-1,-1
54,2,254.15,356.12,110.47,63.12,0.84,-1,-1,-1
55,2,253.80,356.22,110.49,63.03,0.83,-1,-1,-1
56,2,253.35,356.90,110.49,63.00,0.82,-1,-1,-1
57,2,253.18,357.80,110.52,62.99,0.82,-1,-1,-1
58,2,252.73,358.12,110.66,62.99,0.82,-1,-1,-1
59,2,252.04,358.22,111.78,63.65,0.83,-1,-1,-1
60,2,252.01,358.89,111.09,63.24,0.83,-1,-1,-1
61,2,252.00,359.79,110.85,63.08,0.84,-1,-1,-1
62,2,252.00,360.11,110.77,63.02,0.84,-1,-1,-1
63,2,251.34,360.21,110.76,63.00,0.85,-1,-1,-1
64,2,250.60,360.89,111.76,63.65,0.86,-1,-1,-1
65,2,250.37,361.13,112.06,63.90,0.86,-1,-1,-1
66,2,250.82,361.86,111.12,63.33,0.85,-1,-1,-1
67,2,250.99,362.12,110.78,63.11,0.85,-1,-1,-1
68,2,250.67,362.86,110.77,63.03,0.85,-1,-1,-1
69,2,250.24,363.12,110.74,63.00,0.85,-1,-1,-1
70,2,249.70,363.86,110.85,62.99,0.86,-1,-1,-1
71,2,249.19,364.12,110.85,62.99,0.86,-1,-1,-1
72,2,249.01,364.86,110.87,62.99,0.86,-1,-1,-1
73,2,248.94,365.13,110.88,62.99,0.86,-1,-1,-1
74,2,248.93,365.20,110.89,62.99,0.85,-1,-1,-1
75,2,248.93,365.88,110.90,62.99,0.85,-1,-1,-1
75,9,825.36,2.40,90.67,58.40,0.82,-1,-1,-1
76,2,247.77,366.11,111.91,63.65,0.84,-1,-1,-1
76,9,830.04,12.74,90.14,58.10,0.85,-1,-1,-1
77,2,247.89,366.85,111.21,63.24,0.83,-1,-1,-1
77,9,832.66,20.97,91.05,58.77,0.85,-1,-1,-1
78,2,247.93,367.11,110.95,63.09,0.83,-1,-1,-1
78,9,835.66,28.49,91.22,58.98,0.88,-1,-1,-1
79,2,247.46,367.19,111.86,63.69,0.83,-1,-1,-1
79,9,838.38,35.71,91.18,59.05,0.84,-1,-1,-1
80,2,247.82,367.86,111.14,63.25,0.83,-1,-1,-1
80,9,842.59,47.03,92.09,59.76,0.83,-1,-1,-1
81,2,247.58,368.76,110.97,63.09,0.83,-1,-1,-1
81,9,846.91,56.26,91.36,59.32,0.57,-1,-1,-1
82,2,247.47,369.08,110.97,63.02,0.84,-1,-1,-1
82,9,849.94,64.05,91.99,59.83,0.83,-1,-1,-1
83,2,247.40,369.19,111.03,63.00,0.84,-1,-1,-1
83,9,853.76,71.97,91.25,59.34,0.85,-1,-1,-1
84,2,247.08,369.87,111.02,62.99,0.84,-1,-1,-1
84,9,858.92,85.34,91.97,59.82,0.83,-1,-1,-1
85,2,246.46,370.11,112.01,63.65,0.84,-1,-1,-1
85,9,862.72,95.33,92.21,59.99,0.84,-1,-1,-1
86,2,246.77,370.84,111.30,63.24,0.85,-1,-1,-1
86,9,866.30,104.71,92.37,60.05,0.87,-1,-1,-1
87,2,246.52,371.10,111.13,63.08,0.85,-1,-1,-1
87,9,870.14,113.86,92.45,60.06,0.85,-1,-1,-1
88,2,246.78,371.85,111.02,63.02,0.85,-1,-1,-1
88,9,875.55,128.90,93.56,60.73,0.86,-1,-1,-1
89,2,246.51,372.11,111.08,63.00,0.84,-1,-1,-1
89,9,880.06,140.82,94.03,60.97,0.85,-1,-1,-1
90,2,246.39,372.85,111.16,62.99,0.84,-1,-1,-1
90,9,884.68,151.57,93.36,60.40,0.87,-1,-1,-1
91,2,245.54,373.11,112.14,63.65,0.84,-1,-1,-1
91,9,888.33,161.85,94.28,60.83,0.87,-1,-1,-1
92,2,245.77,373.85,111.42,63.24,0.85,-1,-1,-1
92,9,895.28,178.56,95.72,61.65,0.85,-1,-1,-1
93,2,245.37,374.12,112.14,63.75,0.84,-1,-1,-1
93,9,900.63,191.74,96.44,61.96,0.86,-1,-1,-1
94,2,245.39,374.86,111.42,63.28,0.85,-1,-1,-1
94,9,905.79,204.24,96.05,61.41,0.85,-1,-1,-1
95,2,245.75,375.12,111.11,63.09,0.84,-1,-1,-1
95,9,910.30,215.81,97.02,61.85,0.84,-1,-1,-1
96,2,244.73,375.86,111.99,63.69,0.83,-1,-1,-1
96,9,918.54,235.58,97.81,62.01,0.85,-1,-1,-1
96,10,378.99,0.00,86.41,56.60,0.82,-1,-1,-1
97,2,244.89,376.78,111.25,63.25,0.83,-1,-1,-1
97,9,924.65,251.21,98.38,62.06,0.85,-1,-1,-1
97,10,377.70,0.00,87.94,57.67,0.83,-1,-1,-1
98,2,244.96,377.11,110.97,63.08,0.83,-1,-1,-1
98,9,930.22,265.23,98.94,62.08,0.87,-1,-1,-1
98,10,376.35,0.00,89.50,58.80,0.85,-1,-1,-1
99,2,244.49,377.21,111.87,63.68,0.84,-1,-1,-1
99,9,935.41,278.64,100.51,62.74,0.85,-1,-1,-1
99,10,375.68,0.74,89.76,59.14,0.84,-1,-1,-1
100,2,243.98,377.89,112.23,63.91,0.84,-1,-1,-1
100,9,944.55,302.31,101.47,62.98,0.85,-1,-1,-1
100,10,375.74,2.42,88.60,58.50,0.81,-1,-1,-1
101,2,243.80,378.79,112.34,63.99,0.84,-1,-1,-1
101,9,951.91,320.70,102.22,63.06,0.86,-1,-1,-1
101,10,375.88,3.70,88.01,58.24,0.82,-1,-1,-1
102,2,243.76,379.11,112.35,64.02,0.85,-1,-1,-1
102,9,959.21,337.02,102.91,63.09,0.83,-1,-1,-1
102,10,375.33,4.82,87.64,58.14,0.82,-1,-1,-1
103,2,244.25,379.87,111.35,63.37,0.86,-1,-1,-1
103,9,964.99,353.20,104.61,63.75,0.85,-1,-1,-1
103,10,375.23,5.87,87.35,58.09,0.81,-1,-1,-1
104,2,244.13,380.80,110.94,63.12,0.86,-1,-1,-1
104,9,976.54,381.13,105.77,63.99,0.84,-1,-1,-1
104,10,374.16,6.90,88.01,58.75,0.78,-1,-1,-1
105,2,244.08,381.13,110.80,63.03,0.85,-1,-1,-1
105,9,985.40,403.04,106.68,64.08,0.83,-1,-1,-1
105,10,374.33,8.59,87.14,58.31,0.83,-1,-1,-1
106,2,244.06,381.90,110.77,62.99,0.85,-1,-1,-1
106,9,993.00,422.58,108.55,64.76,0.83,-1,-1,-1
106,10,373.67,9.18,87.65,58.81,0.88,-1,-1,-1
107,2,243.55,382.16,111.77,63.64,0.84,-1,-1,-1
107,9,1000.97,442.52,109.74,65.01,0.84,-1,-1,-1
107,10,373.51,10.03,87.68,58.99,0.88,-1,-1,-1
108,2,243.52,382.90,111.17,63.23,0.85,-1,-1,-1
108,9,1015.08,476.40,111.80,65.75,0.84,-1,-1,-1
108,10,373.31,11.65,86.68,58.39,0.81,-1,-1,-1
109,2,242.98,383.16,112.01,63.73,0.86,-1,-1,-1
109,9,1025.76,503.06,113.19,66.02,0.85,-1,-1,-1
109,10,372.85,12.21,87.11,58.82,0.82,-1,-1,-1
110,2,243.01,383.89,111.21,63.26,0.85,-1,-1,-1
110,9,1035.28,526.94,115.34,66.77,0.84,-1,-1,-1
110,10,372.47,13.05,87.05,58.98,0.82,-1,-1,-1
111,2,242.53,384.15,111.91,63.75,0.85,-1,-1,-1
111,9,1044.92,551.04,116.60,67.04,0.85,-1,-1,-1
111,10,372.06,14.00,86.95,59.03,0.83,-1,-1,-1
112,2,242.88,384.89,111.11,63.27,0.85,-1,-1,-1
